framework_programme,call_id,topic_code,topic_descr,project_id,cordis_link,project_acronym,project_title,partner_role,partner_type,pic,legal_entity_vat,legal_name,legal_entity_type,legal_entity_type_descr,city,nuts_3_code,nuts_3_name,country_code,country,eu_contribution,h2020_net_eu_contribution,h2020_total_cost,signature_date,call_deadline_date,thematic_priority_abbr,thematic_priority_descr,sme_flag,project_start_date,project_end_date,pillar_abbr,pillar_descr,simplified_type_of_action,focus_area,call_year
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,922389394,-,NORWEGIAN MINISTRY OF PETROLEUM AND ENERGY,PUB,Public body (excl. research and education),OSLO,-,Not available,NO,Norway,69000,69000,69000,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,923846916,-,LIETUVOS RESPUBLIKOS ENERGETIKOS MINISTERIJOS,PUB,Public body (excl. research and education),VILNIUS,LT011,Vilniaus apskritis,LT,Lithuania,44777.5,44777.5,44777.5,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,927993957,HU15814160,MAGYAR ENERGETIKAI ES KOZMU-SZABALYOZASI HIVATAL,PUB,Public body (excl. research and education),BUDAPEST,HU110,Budapest,HU,Hungary,48243.75,48243.75,48243.75,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,928511355,LV90000086008,EKONOMIKAS MINISTRIJA,PUB,Public body (excl. research and education),RIGA,LV006,Rīga,LV,Latvia,65900,65900,65900,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,936535389,-,MINISTERSTVO HOSPODRSTVA SLOVENSKEJ REPUBLIKY,PUB,Public body (excl. research and education),BRATISLAVA,SK010,Bratislavský kraj,SK,Slovakia,42075,42075,42075,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,938650086,CY90000158T,"MINISTRY OF ENERGY, COMMERCE AND INDUSTRY",PUB,Public body (excl. research and education),NICOSIA,CY000,Κύπρος,CY,Cyprus,69591.25,69591.25,69591.25,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,939008695,-,SUSTAINABLE ENERGY DEVELOPMENT AGENCY,PUB,Public body (excl. research and education),SOFIA,BG411,София (столица),BG,Bulgaria,42042.5,42042.5,42042.5,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,940242632,MT22629723,ENERGY AND WATER AGENCY,PUB,Public body (excl. research and education),LUQA,MT001,Malta,MT,Malta,66210,66210,66210,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,950479042,FI16292554,MOTIVA OY,PRC,Private for profit (excl. education),HELSINKI,FI1B1,Helsinki-Uusimaa,FI,Finland,329852.5,329852.5,329852.5,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",Yes,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,950541025,FI22407207,MOTIVA SERVICES OY,PRC,Private for profit (excl. education),HELSINKI,FI1B1,Helsinki-Uusimaa,FI,Finland,-,0,0,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,951676022,PT600076610,DIRECAO-GERAL DE ENERGIA E GEOLOGIA,PUB,Public body (excl. research and education),LISBOA,PT170,Área Metropolitana de Lisboa,PT,Portugal,49086.25,49086.25,49086.25,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,952242696,SI25967061,MINISTRSTVO ZA INFRASTRUKTURO,PUB,Public body (excl. research and education),LJUBLJANA,SI041,Osrednjeslovenska,SI,Slovenia,227706.5,227706.5,227706.5,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,963638450,-,MAJANDUS JA KOMMUNIKATSIOONIMINISTEERIUM,PUB,Public body (excl. research and education),TALLINN,EE001,Põhja-Eesti,EE,Estonia,53838.75,53838.75,53838.75,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,983584366,ATU51409300,ENERGIE-CONTROL AUSTRIA FUR DIE REGULIERUNG DER ELEKTRIZITATS- UND ERDGASWIRTSCHAFT (E-CONTROL),PUB,Public body (excl. research and education),WIEN,AT130,Wien,AT,Austria,261487.5,261487.5,261487.5,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,994565930,PL5261007972,KRAJOWA AGENCJA POSZANOWANIA ENERGII SPOLKA AKCYJNA,PRC,Private for profit (excl. education),WARSZAWA,PL911,Miasto Warszawa,PL,Poland,198211.25,198211.25,198211.25,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,994605603,DK59778714,ENERGISTYRELSEN,PUB,Public body (excl. research and education),KOBENHAVN V,DK011,Byen København,DK,Denmark,91128.75,91128.75,91128.75,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,994622093,ESQ2820009E,INSTITUTO PARA LA DIVERSIFICACION Y AHORRO DE LA ENERGIA,PUB,Public body (excl. research and education),MADRID,ES300,Madrid,ES,Spain,60858.75,60858.75,60858.75,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,996559280,IE4002073W,"Department of Environment, Climate and Communications",PUB,Public body (excl. research and education),DUBLIN,IE061,Dublin,IE,Ireland,43425,43425,43425,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,998687363,SE202100500001,STATENS ENERGIMYNDIGHET,PUB,Public body (excl. research and education),ESKILSTUNA,SE122,Södermanlands län,SE,Sweden,226756.25,226756.25,226756.25,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,999575107,BE0316380841,VLAAMSE GEWEST,PUB,Public body (excl. research and education),BRUSSEL,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,BE,Belgium,19968.75,19968.75,19968.75,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,999646014,EL090072876,CENTRE FOR RENEWABLE ENERGY SOURCES AND SAVING FONDATION,REC,Research organisations,PIKERMI,EL305,Ανατολική Αττική,EL,Greece,50507.5,50507.5,50507.5,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,999810332,-,MINISTRY OF INDUSTRY AND TRADE,PUB,Public body (excl. research and education),PRAHA,CZ010,Hlavní město Praha,CZ,Czechia,24125,24125,24125,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,999963301,-,AGENCE DE L'ENVIRONNEMENT ET DE LAMAITRISE DE L'ENERGIE,PUB,Public body (excl. research and education),ANGERS CEDEX 01,FRG02,Maine-et-Loire,FR,France,89911.25,89911.25,89911.25,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-IBA-SC3-EED-2021,IBA-SC3-EED-2021,Concerted Action on the Energy Efficiency Directive support to Member States and participating countries for the implementation of the EED,101048703,http://cordis.europa.eu/project/id/101048703,CA EED3,Concerted Action on the Energy Efficiency Directive,PARTICIPANT,BENEFICIARY,999988521,IT00985801000,"AGENZIA NAZIONALE PER LE NUOVE TECNOLOGIE, L'ENERGIA E LO SVILUPPO ECONOMICO SOSTENIBILE",REC,Research organisations,ROMA,ITI43,Roma,IT,Italy,70490,70490,70490,18/11/2021,09/06/2021,ENERGY,"Secure, clean and efficient energy",No,01/01/2022,31/12/2026,EU.3.,Societal Challenges,Coordination and support action,Not applicable,2021
H2020,H2020-INNOSUP-2020-08,INNOSUP-08-2020,Pan-European advanced manufacturing assistance and training for SMEs,101037866,http://cordis.europa.eu/project/id/101037866,ADMA TranS4MErs,Advanced Manufacturing assistance and training for SME Transformation,COORDINATOR,BENEFICIARY,927973393,IE3307369PH,IRISH MANUFACTURING RESEARCH COMPANY LIMITED BY GUARANTEE,REC,Research organisations,RATHCOOLE,IE061,Dublin,IE,Ireland,1139392,1139392,1139392,23/09/2021,28/01/2021,INNOSUPSME,Innovation in SMEs,No,01/10/2021,30/09/2024,EU.2.,Industrial Leadership,Coordination and support action,Digitising and transforming European industry and services,2021
H2020,H2020-INNOSUP-2020-08,INNOSUP-08-2020,Pan-European advanced manufacturing assistance and training for SMEs,101037866,http://cordis.europa.eu/project/id/101037866,ADMA TranS4MErs,Advanced Manufacturing assistance and training for SME Transformation,PARTICIPANT,BENEFICIARY,892193779,-,CYPRUS DIGITAL INNOVATION HUB (CYDIHUB) LTD,REC,Research organisations,NICOSIA,CY000,Κύπρος,CY,Cyprus,79125,79125,79125,23/09/2021,28/01/2021,INNOSUPSME,Innovation in SMEs,No,01/10/2021,30/09/2024,EU.2.,Industrial Leadership,Coordination and support action,Digitising and transforming European industry and services,2021
H2020,H2020-INNOSUP-2020-08,INNOSUP-08-2020,Pan-European advanced manufacturing assistance and training for SMEs,101037866,http://cordis.europa.eu/project/id/101037866,ADMA TranS4MErs,Advanced Manufacturing assistance and training for SME Transformation,PARTICIPANT,BENEFICIARY,893337118,ATU76447828,BEIA GMBH,PRC,Private for profit (excl. education),VIENNA,AT130,Wien,AT,Austria,97875,97875,97875,23/09/2021,28/01/2021,INNOSUPSME,Innovation in SMEs,Yes,01/10/2021,30/09/2024,EU.2.,Industrial Leadership,Coordination and support action,Digitising and transforming European industry and services,2021
H2020,H2020-INNOSUP-2020-08,INNOSUP-08-2020,Pan-European advanced manufacturing assistance and training for SMEs,101037866,http://cordis.europa.eu/project/id/101037866,ADMA TranS4MErs,Advanced Manufacturing assistance and training for SME Transformation,PARTICIPANT,BENEFICIARY,898469679,PT514504170,"FASTTRACK ACTION, LDA",PRC,Private for profit (excl. education),LISBOA,PT170,Área Metropolitana de Lisboa,PT,Portugal,108500,108500,108500,23/09/2021,28/01/2021,INNOSUPSME,Innovation in SMEs,Yes,01/10/2021,30/09/2024,EU.2.,Industrial Leadership,Coordination and support action,Digitising and transforming European industry and services,2021
H2020,H2020-INNOSUP-2020-08,INNOSUP-08-2020,Pan-European advanced manufacturing assistance and training for SMEs,101037866,http://cordis.europa.eu/project/id/101037866,ADMA TranS4MErs,Advanced Manufacturing assistance and training for SME Transformation,PARTICIPANT,BENEFICIARY,899769867,HR55503963392,RINIGARD DOO ZA USLUGE,PRC,Private for profit (excl. education),ZAGREB,HR041,Grad Zagreb,HR,Croatia,34625,34625,34625,23/09/2021,28/01/2021,INNOSUPSME,Innovation in SMEs,Yes,01/10/2021,30/09/2024,EU.2.,Industrial Leadership,Coordination and support action,Digitising and transforming European industry and services,2021
H2020,H2020-INNOSUP-2020-08,INNOSUP-08-2020,Pan-European advanced manufacturing assistance and training for SMEs,101037866,http://cordis.europa.eu/project/id/101037866,ADMA TranS4MErs,Advanced Manufacturing assistance and training for SME Transformation,PARTICIPANT,BENEFICIARY,900885658,IE3629141FH,F6S NETWORK IRELAND LIMITED,PRC,Private for profit (excl. education),DUBLIN,IE061,Dublin,IE,Ireland,194031,194031,261531.25,23/09/2021,28/01/2021,INNOSUPSME,Innovation in SMEs,Yes,01/10/2021,30/09/2024,EU.2.,Industrial Leadership,Coordination and support action,Digitising and transforming European industry and services,2021
H2020,H2020-INNOSUP-2020-08,INNOSUP-08-2020,Pan-European advanced manufacturing assistance and training for SMEs,101037866,http://cordis.europa.eu/project/id/101037866,ADMA TranS4MErs,Advanced Manufacturing assistance and training for SME Transformation,PARTICIPANT,BENEFICIARY,905223207,EL800891630,PRAGMA -IOT IDIOTIKI KEFALAIOUXIKI ETAIREIA,PRC,Private for profit (excl. education),THERMI THESSALONIKI,EL522,Θεσσαλονίκη,EL,Greece,86000,86000,86000,23/09/2021,28/01/2021,INNOSUPSME,Innovation in SMEs,Yes,01/10/2021,30/09/2024,EU.2.,Industrial Leadership,Coordination and support action,Digitising and transforming European industry and services,2021
H2020,H2020-INNOSUP-2020-08,INNOSUP-08-2020,Pan-European advanced manufacturing assistance and training for SMEs,101037866,http://cordis.europa.eu/project/id/101037866,ADMA TranS4MErs,Advanced Manufacturing assistance and training for SME Transformation,PARTICIPANT,BENEFICIARY,919648174,NL853198688B01,REGIONALE ONTWIKKELINGSMAATSCHAPPIJINNOVATIONQUARTER BV,PRC,Private for profit (excl. education),DEN HAAG,NL332,Agglomeratie ’s-Gravenhage,NL,Netherlands,43625,43625,43625,23/09/2021,28/01/2021,INNOSUPSME,Innovation in SMEs,No,01/10/2021,30/09/2024,EU.2.,Industrial Leadership,Coordination and support action,Digitising and transforming European industry and services,2021
